player_id,player_name,player_full_name,first_name,last_name,born_date,debut_date,debut_age,last_date,last_age,height,weight,player_link,player_teams,year,team,is_finals,games_played,kicks,marks,handballs,disposals,goals,behinds,hit_outs,tackles,rebound_50s,inside_50s,clearances,clangers,free_kicks_for,free_kicks_against,brownlow_votes,contested_possessions,uncontested_possessions,contested_marks,marks_inside_50,one_percenters,bounces,goal_assists,total_score,total_fantasy_points,total_percentage_played,avg_kicks,avg_marks,avg_handballs,avg_disposals,avg_goals,avg_behinds,avg_hit_outs,avg_tackles,avg_rebound_50s,avg_inside_50s,avg_clearances,avg_clangers,avg_free_kicks_for,avg_free_kicks_against,avg_contested_possessions,avg_uncontested_possessions,avg_contested_marks,avg_marks_inside_50,avg_one_percenters,avg_bounces,avg_goal_assists,avg_score,avg_fantasy_points,avg_percentage_played
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2006.0,Geelong Cats,False,21.0,212.0,74.0,142.0,354.0,35.0,28.0,0.0,65.0,8.0,70.0,35.0,44.0,22.0,15.0,5.0,163.0,186.0,4.0,18.0,30.0,20.0,17.0,238.0,1617.0,1850.0,10.1,3.5,6.8,16.9,1.7,1.3,0.0,3.1,0.4,3.3,1.7,2.1,1.0,0.7,7.8,8.9,0.2,0.9,1.4,1.0,0.8,11.3,77.0,88.1
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2007.0,Geelong Cats,False,22.0,315.0,87.0,270.0,585.0,26.0,23.0,0.0,68.0,47.0,130.0,81.0,70.0,34.0,21.0,20.0,215.0,371.0,9.0,11.0,33.0,67.0,18.0,179.0,2168.0,1979.0,14.3,4.0,12.3,26.6,1.2,1.0,0.0,3.1,2.1,5.9,3.7,3.2,1.5,1.0,9.8,16.9,0.4,0.5,1.5,3.0,0.8,8.1,98.5,90.0
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2007.0,Geelong Cats,True,3.0,43.0,11.0,39.0,82.0,4.0,3.0,0.0,18.0,5.0,17.0,19.0,7.0,8.0,1.0,0.0,39.0,45.0,1.0,2.0,5.0,11.0,0.0,27.0,344.0,266.0,14.3,3.7,13.0,27.3,1.3,1.0,0.0,6.0,1.7,5.7,6.3,2.3,2.7,0.3,13.0,15.0,0.3,0.7,1.7,3.7,0.0,9.0,114.7,88.7
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2008.0,Geelong Cats,False,18.0,246.0,84.0,262.0,508.0,23.0,22.0,0.0,86.0,24.0,101.0,88.0,46.0,38.0,15.0,22.0,207.0,307.0,7.0,12.0,15.0,48.0,16.0,160.0,2011.0,1540.0,13.7,4.7,14.6,28.2,1.3,1.2,0.0,4.8,1.3,5.6,4.9,2.6,2.1,0.8,11.5,17.1,0.4,0.7,0.8,2.7,0.9,8.9,111.7,85.6
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2008.0,Geelong Cats,True,3.0,42.0,16.0,56.0,98.0,3.0,2.0,0.0,9.0,2.0,21.0,15.0,7.0,6.0,4.0,0.0,34.0,64.0,1.0,0.0,5.0,7.0,3.0,20.0,336.0,270.0,14.0,5.3,18.7,32.7,1.0,0.7,0.0,3.0,0.7,7.0,5.0,2.3,2.0,1.3,11.3,21.3,0.3,0.0,1.7,2.3,1.0,6.7,112.0,90.0
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2009.0,Geelong Cats,False,19.0,252.0,81.0,402.0,654.0,24.0,20.0,0.0,83.0,36.0,67.0,87.0,49.0,21.0,21.0,30.0,260.0,400.0,18.0,22.0,23.0,28.0,14.0,164.0,2257.0,1710.0,13.3,4.3,21.2,34.4,1.3,1.1,0.0,4.4,1.9,3.5,4.6,2.6,1.1,1.1,13.7,21.1,0.9,1.2,1.2,1.5,0.7,8.6,118.8,90.0
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2009.0,Geelong Cats,True,3.0,47.0,12.0,43.0,90.0,3.0,6.0,0.0,9.0,11.0,12.0,20.0,7.0,6.0,3.0,0.0,35.0,55.0,3.0,2.0,6.0,8.0,2.0,24.0,320.0,270.0,15.7,4.0,14.3,30.0,1.0,2.0,0.0,3.0,3.7,4.0,6.7,2.3,2.0,1.0,11.7,18.3,1.0,0.7,2.0,2.7,0.7,8.0,106.7,90.0
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2010.0,Geelong Cats,False,21.0,300.0,97.0,359.0,659.0,44.0,23.0,0.0,88.0,27.0,101.0,107.0,64.0,21.0,23.0,26.0,277.0,386.0,14.0,26.0,23.0,27.0,13.0,287.0,2500.0,1892.0,14.3,4.6,17.1,31.4,2.1,1.1,0.0,4.2,1.3,4.8,5.1,3.0,1.0,1.1,13.2,18.4,0.7,1.2,1.1,1.3,0.6,13.7,119.0,90.1
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2010.0,Geelong Cats,True,3.0,38.0,9.0,59.0,97.0,0.0,3.0,0.0,13.0,4.0,19.0,22.0,7.0,1.0,3.0,0.0,40.0,58.0,0.0,1.0,2.0,4.0,2.0,3.0,306.0,268.0,12.7,3.0,19.7,32.3,0.0,1.0,0.0,4.3,1.3,6.3,7.3,2.3,0.3,1.0,13.3,19.3,0.0,0.3,0.7,1.3,0.7,1.0,102.0,89.3
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2011.0,Gold Coast Suns,False,20.0,304.0,45.0,301.0,605.0,18.0,17.0,0.0,119.0,62.0,99.0,133.0,51.0,38.0,15.0,23.0,295.0,318.0,4.0,6.0,30.0,22.0,15.0,125.0,2243.0,1773.0,15.2,2.3,15.1,30.3,0.9,0.9,0.0,6.0,3.1,5.0,6.7,2.6,1.9,0.8,14.8,15.9,0.2,0.3,1.5,1.1,0.8,6.3,112.2,88.7
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2012.0,Gold Coast Suns,False,20.0,389.0,61.0,286.0,675.0,26.0,19.0,0.0,110.0,61.0,101.0,132.0,81.0,41.0,28.0,24.0,298.0,368.0,14.0,13.0,32.0,31.0,19.0,175.0,2494.0,1849.0,19.5,3.1,14.3,33.8,1.3,1.0,0.0,5.5,3.1,5.1,6.6,4.1,2.1,1.4,14.9,18.4,0.7,0.7,1.6,1.6,1.0,8.8,124.7,92.5
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2013.0,Gold Coast Suns,False,21.0,343.0,73.0,312.0,655.0,28.0,23.0,0.0,96.0,39.0,113.0,124.0,73.0,35.0,25.0,28.0,313.0,333.0,9.0,12.0,17.0,25.0,17.0,191.0,2407.0,1977.0,16.3,3.5,14.9,31.2,1.3,1.1,0.0,4.6,1.9,5.4,5.9,3.5,1.7,1.2,14.9,15.9,0.4,0.6,0.8,1.2,0.8,9.1,114.6,94.1
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2014.0,Gold Coast Suns,False,15.0,254.0,30.0,227.0,481.0,24.0,7.0,0.0,91.0,38.0,77.0,118.0,63.0,35.0,23.0,22.0,262.0,211.0,3.0,4.0,19.0,10.0,19.0,151.0,1787.0,1358.0,16.9,2.0,15.1,32.1,1.6,0.5,0.0,6.1,2.5,5.1,7.9,4.2,2.3,1.5,17.5,14.1,0.2,0.3,1.3,0.7,1.3,10.1,119.1,90.5
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2015.0,Gold Coast Suns,False,6.0,94.0,12.0,43.0,137.0,10.0,3.0,0.0,28.0,16.0,27.0,37.0,18.0,15.0,9.0,5.0,66.0,67.0,1.0,2.0,9.0,1.0,4.0,63.0,567.0,455.0,15.7,2.0,7.2,22.8,1.7,0.5,0.0,4.7,2.7,4.5,6.2,3.0,2.5,1.5,11.0,11.2,0.2,0.3,1.5,0.2,0.7,10.5,94.5,75.8
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2016.0,Gold Coast Suns,False,14.0,203.0,28.0,175.0,378.0,10.0,12.0,0.0,85.0,37.0,61.0,103.0,42.0,19.0,19.0,6.0,185.0,190.0,0.0,6.0,17.0,12.0,5.0,72.0,1417.0,1225.0,14.5,2.0,12.5,27.0,0.7,0.9,0.0,6.1,2.6,4.4,7.4,3.0,1.4,1.4,13.2,13.6,0.0,0.4,1.2,0.9,0.4,5.1,101.2,87.5
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2017.0,Gold Coast Suns,False,14.0,267.0,49.0,195.0,462.0,8.0,11.0,0.0,77.0,35.0,83.0,106.0,65.0,13.0,18.0,14.0,192.0,256.0,2.0,3.0,9.0,8.0,12.0,59.0,1664.0,1209.0,19.1,3.5,13.9,33.0,0.6,0.8,0.0,5.5,2.5,5.9,7.6,4.6,0.9,1.3,13.7,18.3,0.1,0.2,0.6,0.6,0.9,4.2,118.9,86.4
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2018.0,Geelong Cats,False,18.0,280.0,79.0,245.0,525.0,16.0,14.0,0.0,66.0,36.0,90.0,82.0,77.0,24.0,31.0,14.0,199.0,329.0,2.0,6.0,14.0,9.0,8.0,110.0,1872.0,1477.0,15.6,4.4,13.6,29.2,0.9,0.8,0.0,3.7,2.0,5.0,4.6,4.3,1.3,1.7,11.1,18.3,0.1,0.3,0.8,0.5,0.4,6.1,104.0,82.1
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2018.0,Geelong Cats,True,1.0,16.0,6.0,11.0,27.0,0.0,1.0,0.0,6.0,8.0,2.0,4.0,6.0,0.0,1.0,0.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,110.0,87.0,16.0,6.0,11.0,27.0,0.0,1.0,0.0,6.0,8.0,2.0,4.0,6.0,0.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,110.0,87.0
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2019.0,Geelong Cats,False,21.0,264.0,80.0,166.0,430.0,33.0,16.0,0.0,94.0,20.0,108.0,46.0,76.0,15.0,34.0,13.0,177.0,261.0,8.0,20.0,14.0,5.0,19.0,214.0,1867.0,1844.0,12.6,3.8,7.9,20.5,1.6,0.8,0.0,4.5,1.0,5.1,2.2,3.6,0.7,1.6,8.4,12.4,0.4,1.0,0.7,0.2,0.9,10.2,88.9,87.8
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2019.0,Geelong Cats,True,3.0,29.0,9.0,23.0,52.0,1.0,2.0,0.0,14.0,1.0,6.0,3.0,14.0,3.0,8.0,0.0,22.0,32.0,2.0,4.0,3.0,1.0,1.0,8.0,203.0,266.0,9.7,3.0,7.7,17.3,0.3,0.7,0.0,4.7,0.3,2.0,1.0,4.7,1.0,2.7,7.3,10.7,0.7,1.3,1.0,0.3,0.3,2.7,67.7,88.7
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2020.0,Geelong Cats,False,8.0,74.0,17.0,59.0,133.0,7.0,5.0,0.0,19.0,6.0,33.0,11.0,27.0,4.0,9.0,1.0,62.0,72.0,0.0,4.0,4.0,0.0,9.0,47.0,491.0,689.0,9.3,2.1,7.4,16.6,0.9,0.6,0.0,2.4,0.8,4.1,1.4,3.4,0.5,1.1,7.8,9.0,0.0,0.5,0.5,0.0,1.1,5.9,61.4,86.1
43262,Gary Ablett,Gary_Ablett1,Gary,Ablett,1984-05-14,2002-03-30,17,2020-10-24,36,182,87.0,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"{Geelong Cats,Gold Coast Suns}",2020.0,Geelong Cats,True,4.0,23.0,7.0,23.0,46.0,2.0,3.0,0.0,9.0,2.0,12.0,6.0,2.0,1.0,1.0,0.0,17.0,29.0,1.0,3.0,1.0,0.0,3.0,15.0,185.0,300.0,5.8,1.8,5.8,11.5,0.5,0.8,0.0,2.3,0.5,3.0,1.5,0.5,0.3,0.3,4.3,7.3,0.3,0.8,0.3,0.0,0.8,3.8,46.3,75.0
43276,Leek Aleer,Leek_Aleer,Leek,Aleer,2001-08-21,2022-07-30,20,2025-09-06,24,195,85.0,https://afltables.com/afl/stats/players/L/Leek_Aleer.html,Unknown,2022.0,Greater Western Sydney Giants,False,4.0,25.0,19.0,13.0,38.0,0.0,0.0,0.0,9.0,5.0,2.0,0.0,5.0,6.0,1.0,0.0,16.0,22.0,4.0,0.0,18.0,0.0,0.0,0.0,197.0,320.0,6.3,4.8,3.3,9.5,0.0,0.0,0.0,2.3,1.3,0.5,0.0,1.3,1.5,0.3,4.0,5.5,1.0,0.0,4.5,0.0,0.0,0.0,49.3,80.0
43276,Leek Aleer,Leek_Aleer,Leek,Aleer,2001-08-21,2022-07-30,20,2025-09-06,24,195,85.0,https://afltables.com/afl/stats/players/L/Leek_Aleer.html,Unknown,2024.0,Greater Western Sydney Giants,False,8.0,43.0,26.0,39.0,82.0,3.0,3.0,0.0,18.0,19.0,3.0,1.0,15.0,9.0,8.0,0.0,37.0,41.0,7.0,0.0,46.0,1.0,0.0,0.0,342.0,693.0,5.4,3.7,4.9,10.3,0.7,0.5,0.0,2.6,2.4,1.5,1.0,2.5,1.8,2.0,4.6,5.1,1.8,0.5,5.8,1.0,0.0,0.0,42.8,86.6
43276,Leek Aleer,Leek_Aleer,Leek,Aleer,2001-08-21,2022-07-30,20,2025-09-06,24,195,85.0,https://afltables.com/afl/stats/players/L/Leek_Aleer.html,Unknown,2025.0,Greater Western Sydney Giants,False,12.0,54.0,45.0,59.0,113.0,3.0,3.0,0.0,15.0,14.0,6.0,1.0,24.0,15.0,18.0,0.0,52.0,63.0,11.0,0.0,57.0,0.0,0.0,0.0,436.0,1031.0,4.5,3.8,4.9,9.4,0.7,0.5,0.0,2.1,2.0,1.5,1.0,2.4,1.9,2.3,4.7,5.3,1.2,0.5,4.8,0.0,0.0,0.0,36.3,85.9
43276,Leek Aleer,Leek_Aleer,Leek,Aleer,2001-08-21,2022-07-30,20,2025-09-06,24,195,85.0,https://afltables.com/afl/stats/players/L/Leek_Aleer.html,Unknown,2025.0,Greater Western Sydney Giants,True,1.0,5.0,3.0,5.0,10.0,3.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,7.0,0.0,3.0,8.0,3.0,0.0,3.0,1.0,0.0,0.0,47.0,70.0,5.0,3.0,5.0,10.0,0.7,0.5,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,8.0,0.5,0.5,3.0,1.0,0.0,0.0,47.0,70.0
43264,Nathan Ablett,Nathan_Ablett,Nathan,Ablett,1985-12-13,2005-08-12,19,2011-08-28,25,195,95.0,https://afltables.com/afl/stats/players/N/Nathan_Ablett.html,"{Geelong Cats,Gold Coast Suns}",2005.0,Geelong Cats,False,3.0,16.0,11.0,5.0,21.0,7.0,2.0,0.0,5.0,0.0,5.0,1.0,3.0,2.0,1.0,0.0,10.0,11.0,2.0,9.0,5.0,0.0,3.0,44.0,154.0,255.0,5.3,3.7,1.7,7.0,2.3,0.7,0.0,1.7,0.0,1.7,0.3,1.0,0.7,0.3,3.3,3.7,0.7,3.0,1.7,0.0,1.0,14.7,51.3,85.0
43264,Nathan Ablett,Nathan_Ablett,Nathan,Ablett,1985-12-13,2005-08-12,19,2011-08-28,25,195,95.0,https://afltables.com/afl/stats/players/N/Nathan_Ablett.html,"{Geelong Cats,Gold Coast Suns}",2005.0,Geelong Cats,True,1.0,3.0,2.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,28.0,73.0,3.0,2.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,28.0,73.0
43264,Nathan Ablett,Nathan_Ablett,Nathan,Ablett,1985-12-13,2005-08-12,19,2011-08-28,25,195,95.0,https://afltables.com/afl/stats/players/N/Nathan_Ablett.html,"{Geelong Cats,Gold Coast Suns}",2006.0,Geelong Cats,False,7.0,33.0,27.0,23.0,56.0,4.0,3.0,0.0,5.0,0.0,11.0,1.0,4.0,3.0,2.0,0.0,15.0,39.0,3.0,9.0,3.0,1.0,3.0,27.0,270.0,582.0,4.7,3.9,3.3,8.0,0.6,0.4,0.0,0.7,0.0,1.6,0.1,0.6,0.4,0.3,2.1,5.6,0.4,1.3,0.4,0.1,0.4,3.9,38.6,83.1
43264,Nathan Ablett,Nathan_Ablett,Nathan,Ablett,1985-12-13,2005-08-12,19,2011-08-28,25,195,95.0,https://afltables.com/afl/stats/players/N/Nathan_Ablett.html,"{Geelong Cats,Gold Coast Suns}",2007.0,Geelong Cats,False,18.0,101.0,72.0,63.0,164.0,28.0,17.0,3.0,24.0,0.0,29.0,15.0,24.0,15.0,10.0,0.0,69.0,95.0,16.0,32.0,19.0,6.0,13.0,185.0,914.0,1488.0,5.6,4.0,3.5,9.1,1.6,0.9,0.2,1.3,0.0,1.6,0.8,1.3,0.8,0.6,3.8,5.3,0.9,1.8,1.1,0.3,0.7,10.3,50.8,82.7
